timestamp_utc,mmsi,ship_name,message_type,latitude,longitude,sog_knots,cog_degrees,true_heading,rate_of_turn,nav_status_code,nav_status_text,position_accuracy
2026-04-07 06:53:47.434475074 +0000 UTC,563021060,,PositionReport,1.2459383333333334,103.71175,22.2,214.4,194,-127,0,Under way using engine,True
2026-04-07 06:53:47.780937895 +0000 UTC,563132700,CSM TAURUS,PositionReport,1.255865,103.78394333333334,0,288.1,302,0,0,Under way using engine,False
2026-04-07 06:53:47.766255788 +0000 UTC,563451000,ENTHRAL,PositionReport,1.2693983333333334,103.88445166666666,5.5,82.9,78,0,0,Under way using engine,False
2026-04-07 06:53:47.807407923 +0000 UTC,232046110,KAHALA,PositionReport,1.2658016666666667,103.81152333333333,0,38.7,236,0,5,Moored,False
2026-04-07 06:53:48.127766796 +0000 UTC,565459000,,PositionReport,1.22492,103.71603333333334,0.3,203.1,,-128,0,Under way using engine,False
2026-04-07 06:53:48.342441711 +0000 UTC,525289999,,PositionReport,1.1877016666666667,104.021965,0,267,,-128,15,Undefined (default),True
2026-04-07 06:53:48.528577516 +0000 UTC,563037440,,PositionReport,1.29919,103.75624833333333,0,360,,-128,15,Undefined (default),True
2026-04-07 06:53:48.727337119 +0000 UTC,563227800,SYUKUR,PositionReport,1.2584566666666668,103.82295333333333,0,360,,-128,2,Not under command,True
2026-04-07 06:53:49.521251523 +0000 UTC,477854400,SILVER HESSA,PositionReport,1.205715,103.79923333333333,0,179.7,136,0,5,Moored,True
2026-04-07 06:53:49.541190675 +0000 UTC,563085830,EAGLEWINGS V,StandardClassBPositionReport,1.256685,103.80610166666666,8.4,146.6,,,,,False
2026-04-07 06:53:49.659088938 +0000 UTC,440378000,HMM HERITAGE,PositionReport,1.2106966666666668,103.809995,5.8,275.1,282,0,0,Under way using engine,False
2026-04-07 06:53:50.190064402 +0000 UTC,477811600,JIN HAI YING,PositionReport,1.1894916666666666,103.66751333333333,9.1,110.2,111,4,0,Under way using engine,True
2026-04-07 06:53:50.547834299 +0000 UTC,311001751,FRIO POSEIDON,PositionReport,1.2259416666666667,103.915835,8.1,131.2,128,0,0,Under way using engine,False
2026-04-07 06:53:50.553663932 +0000 UTC,636019927,NORD VALKYRIE,PositionReport,1.272285,103.75197333333334,4.2,314.9,315,0,0,Under way using engine,False
2026-04-07 06:53:50.58403134 +0000 UTC,431115000,GRACE BARLERIA,PositionReport,1.1797233333333332,103.76718000000001,0,350.1,84,0,1,At anchor,False
2026-04-07 06:53:50.715029474 +0000 UTC,538009421,COMMON LUCK,PositionReport,1.274575,103.89320666666667,0.5,140.5,98,0,0,Under way using engine,True
2026-04-07 06:53:51.068705122 +0000 UTC,477627900,,PositionReport,1.23318,103.974375,16.6,75.8,76,0,0,Under way using engine,False
2026-04-07 06:53:51.222757735 +0000 UTC,563086580,PSA LYRA,PositionReport,1.2539366666666667,103.77461666666666,6,330.1,336,0,5,Moored,True
2026-04-07 06:53:51.394062441 +0000 UTC,241640000,DESERT DIGNITY,PositionReport,1.22903,103.93718666666668,6.9,63.6,63,0,0,Under way using engine,True
2026-04-07 06:53:51.569649505 +0000 UTC,219502000,TORM EVOLVE,PositionReport,1.290485,104.00164333333333,0,0,126,-4,1,At anchor,True
2026-04-07 06:53:51.860438628 +0000 UTC,256099000,KIRAN CASPIAN,PositionReport,1.28108,103.92628666666666,0,142.8,99,0,1,At anchor,True
2026-04-07 06:53:51.971572892 +0000 UTC,431013000,CASSIOPEIA LEADER,PositionReport,-6.098866666666667,106.917005,0,158.1,93,0,5,Moored,False
2026-04-07 06:53:52.014137832 +0000 UTC,563087590,PSA VOLANS,PositionReport,1.2572450000000002,103.77844333333334,0.5,254,31,-127,5,Moored,True
2026-04-07 06:53:52.194123503 +0000 UTC,563056400,EMMA COSULICH,PositionReport,1.1955283333333333,103.74240333333334,0,197.8,224,0,0,Under way using engine,True
2026-04-07 06:53:52.35030269 +0000 UTC,477178600,PACIFIC MARINER,PositionReport,1.2171833333333335,103.88980833333333,9.5,245.8,243,-5,0,Under way using engine,False
2026-04-07 06:53:52.989048424 +0000 UTC,563621000,HAFNIA PUMA,PositionReport,1.24719,103.90944333333333,0.7,24.9,105,0,0,Under way using engine,False
2026-04-07 06:53:53.021277825 +0000 UTC,564759000,I MOLA,PositionReport,1.2230566666666667,103.77436666666668,0,0,,-128,8,Under way sailing,True
2026-04-07 06:53:53.434521191 +0000 UTC,636016705,YM EXPRESS,PositionReport,1.218,103.69183333333334,11.9,52,50,0,0,Under way using engine,False
2026-04-07 06:53:53.924265339 +0000 UTC,457618000,,StandardClassBPositionReport,1.2524933333333335,103.76894666666666,6.8,137.9,,,,,False
2026-04-07 06:53:54.340242798 +0000 UTC,565209000,PARMELIA 1,PositionReport,1.196245,103.74898833333333,0.1,0,323,0,0,Under way using engine,True
2026-04-07 06:53:54.433943204 +0000 UTC,311000460,,PositionReport,1.2336583333333333,103.68737,0,30.5,223,0,5,Moored,True
2026-04-07 06:53:54.45673936 +0000 UTC,566357000,MV BATAMFAST 18,PositionReport,1.2619133333333332,103.81976166666666,0.1,183.2,,-128,0,Under way using engine,True
2026-04-07 06:53:54.780028569 +0000 UTC,525018215,MT.PETRO OCEAN XXVII,PositionReport,-6.855148333333333,112.38113833333334,0.1,202.2,,-128,1,At anchor,True
2026-04-07 06:53:55.035447802 +0000 UTC,563069560,YACHT   ALPHA 1,StandardClassBPositionReport,1.246565,103.77420000000001,13.9,340.1,,,,,True
2026-04-07 06:53:55.142612758 +0000 UTC,563253500,,PositionReport,1.1651966666666667,103.76033833333332,0.2,157.9,54,2,0,Under way using engine,True
2026-04-07 06:53:55.307489754 +0000 UTC,563103700,BTS WINTER,PositionReport,1.1881333333333333,103.6939,0.1,214,297,0,1,At anchor,True
2026-04-07 06:53:55.513876044 +0000 UTC,457676000,,PositionReport,1.1525166666666666,103.74360666666666,8.2,243.6,254,7,8,Under way sailing,False
2026-04-07 06:53:55.56733536 +0000 UTC,314001139,ORYX,PositionReport,1.1939233333333334,103.844705,14,248.4,,-128,0,Under way using engine,True
2026-04-07 06:53:56.153657742 +0000 UTC,567389000,,PositionReport,1.1861633333333332,103.63605333333334,9.6,280.3,283,0,0,Under way using engine,False
2026-04-07 06:53:56.480679867 +0000 UTC,414877000,ZHONG GU CHENG DU,PositionReport,1.2173383333333334,103.896285,8.3,246.6,244,4,0,Under way using engine,False
2026-04-07 06:53:56.546349439 +0000 UTC,533042300,ORKIM FORTUNE,PositionReport,1.2010683333333332,103.681265,0,296.1,266,0,1,At anchor,False
2026-04-07 06:53:56.633468952 +0000 UTC,525016277,EXPRESS BAHARI 3C,PositionReport,-6.591703333333333,110.64774166666666,0,79.2,,-128,15,Undefined (default),True
2026-04-07 06:53:56.682984557 +0000 UTC,566623000,RESOLUTE NN24,PositionReport,1.17188,103.77138666666666,0.7,124.4,,-128,8,Under way sailing,True
2026-04-07 06:53:56.740816544 +0000 UTC,533132115,ORKIM FORTITUDE,PositionReport,1.2565566666666668,103.72362166666667,3,49.3,50,0,0,Under way using engine,False
2026-04-07 06:53:56.954878113 +0000 UTC,564461000,,PositionReport,1.2805016666666666,103.74228,4.3,79.9,186,127,0,Under way using engine,False
2026-04-07 06:53:57.061074333 +0000 UTC,563034080,,PositionReport,1.21512,103.73387833333332,0,360,,-128,15,Undefined (default),True
2026-04-07 06:53:57.088089186 +0000 UTC,440122000,JBU SAPPHIRE,PositionReport,1.2350333333333334,103.80341666666666,0,160,291,0,1,At anchor,False
2026-04-07 06:53:57.195240656 +0000 UTC,232026709,VS REMLIN,PositionReport,1.217465,103.80793999999999,0,38.7,60,4,1,At anchor,False
2026-04-07 06:53:57.380376309 +0000 UTC,566052000,ASL MERCURY,PositionReport,1.2160666666666666,103.653905,5,215,,-128,0,Under way using engine,False
2026-04-07 06:53:57.87730032 +0000 UTC,563021660,,StandardClassBPositionReport,1.27138,103.85427833333333,0.1,0,,,,,False
2026-04-07 06:53:57.941746148 +0000 UTC,525008101,TB BALONGAN 1,PositionReport,-7.234296666666666,113.31249666666666,0,360,,-128,8,Under way sailing,False
2026-04-07 06:53:57.999531569 +0000 UTC,563019440,,PositionReport,1.2563083333333334,103.72342333333333,3,54.3,,-128,0,Under way using engine,True
2026-04-07 06:53:58.154739323 +0000 UTC,564167000,HY AMBER,PositionReport,1.2598266666666667,103.90198000000001,6.2,230.7,236,0,0,Under way using engine,False
2026-04-07 06:53:59.622463643 +0000 UTC,538007592,NORTHERN HIGHWAY,PositionReport,1.2717833333333333,103.91305000000001,0,292,117,0,1,At anchor,False
2026-04-07 06:53:59.835050818 +0000 UTC,533674000,,PositionReport,1.2300250000000001,103.97355333333333,8.8,78.9,80,0,0,Under way using engine,False
2026-04-07 06:53:59.873038151 +0000 UTC,563100400,REGENT  LIBRA,PositionReport,1.2299416666666665,103.82619333333334,0,137.6,,-128,1,At anchor,False
2026-04-07 06:53:59.968025749 +0000 UTC,574002000,LS NEPTUNE,PositionReport,1.1899783333333334,103.69012833333333,0,178.5,302,3,1,At anchor,True
2026-04-07 06:54:00.07628783 +0000 UTC,565996000,,PositionReport,1.2205683333333333,103.79710666666666,3,322.2,,-128,0,Under way using engine,True
2026-04-07 06:54:00.128859593 +0000 UTC,355332000,DH EPOCH,PositionReport,1.1743333333333332,103.70583,5.4,321.8,323,3,0,Under way using engine,True
2026-04-07 06:54:00.728232093 +0000 UTC,563246900,ZOEY,PositionReport,1.264225,103.83341833333334,0,208.9,,-128,0,Under way using engine,False
2026-04-07 06:54:01.108684243 +0000 UTC,563927000,STRAITS MUNIFICENT,PositionReport,1.2842066666666667,103.76043333333334,1.7,107.2,92,-127,0,Under way using engine,True
2026-04-07 06:54:01.155023638 +0000 UTC,563208100,,PositionReport,1.2604066666666667,103.73420666666667,4.2,236.3,238,0,0,Under way using engine,False
2026-04-07 06:54:01.159333324 +0000 UTC,373843000,EVER GALLANT,PositionReport,1.2463183333333334,103.880095,0,210.7,23,0,1,At anchor,True
2026-04-07 06:54:01.367856124 +0000 UTC,563002840,WAVEMASTER 5,PositionReport,1.2618699999999998,103.81792833333334,0,317,,-128,8,Under way sailing,False
2026-04-07 06:54:01.410651625 +0000 UTC,525750550,KT ANOMAN  1,StandardClassBPositionReport,-10.194403333333334,123.52586333333333,2.2,192.1,,,,,True
2026-04-07 06:54:02.461549815 +0000 UTC,563028450,SEA ABUNDANCE,PositionReport,1.2217183333333332,103.70832333333333,0,271.8,153,0,0,Under way using engine,False
2026-04-07 06:54:02.46982047 +0000 UTC,563026780,APOLLO 1,StandardClassBPositionReport,1.264515,103.83634666666667,7.8,285.5,,,,,True
2026-04-07 06:54:02.54436509 +0000 UTC,563063980,SKIP JACK,StandardClassBPositionReport,1.26444,103.81415666666666,0,21.9,,,,,True
2026-04-07 06:54:02.636310091 +0000 UTC,354331000,HOUYOSHI EXPRESS II,PositionReport,1.1811816666666668,103.80096333333333,5.2,246.2,245,0,0,Under way using engine,False
2026-04-07 06:54:02.900488391 +0000 UTC,563080160,MPA GUARDIAN,PositionReport,1.265915,103.83797333333334,6.6,159.3,154,-127,0,Under way using engine,False
2026-04-07 06:54:03.049752256 +0000 UTC,564759000,I MOLA,PositionReport,1.2230533333333333,103.77436666666668,0.1,0,,-128,8,Under way sailing,True
2026-04-07 06:54:03.125734564 +0000 UTC,440378000,HMM HERITAGE,PositionReport,1.2107266666666667,103.80964833333334,5.8,274.6,285,127,0,Under way using engine,False
2026-04-07 06:54:03.141638291 +0000 UTC,525024416,,StandardClassBPositionReport,1.26398,103.84307333333332,0,0,,,,,True
2026-04-07 06:54:03.279305615 +0000 UTC,563087330,ATLANTIC ALBATROSS,StandardClassBPositionReport,1.2592766666666668,103.81964166666667,0,360,,,,,False
2026-04-07 06:54:03.342134476 +0000 UTC,563010650,,PositionReport,1.2476283333333333,103.90818166666666,0.6,328.4,,-128,0,Under way using engine,False
2026-04-07 06:54:03.380179377 +0000 UTC,566608000,,PositionReport,1.28281,103.73410833333334,3.3,72.6,86,0,0,Under way using engine,True
2026-04-07 06:54:03.438729964 +0000 UTC,564425000,QUEEN STAR 5,PositionReport,1.26168,103.81581666666666,5.4,282.5,284,0,0,Under way using engine,False
2026-04-07 06:54:03.441803265 +0000 UTC,341614001,,StandardClassBPositionReport,1.2645716666666666,103.85962833333333,8.2,129.9,129,,,,False
2026-04-07 06:54:03.70314231 +0000 UTC,565133000,KOTA KAMIL,PositionReport,1.260495,103.84010666666667,0,226,313,0,5,Moored,False
2026-04-07 06:54:03.730749689 +0000 UTC,525119201,KYLIE S,PositionReport,-7.379636666666667,113.28040333333334,0,293.4,253,0,3,Restricted manoeuvrability,False
2026-04-07 06:54:04.368110597 +0000 UTC,533170812,,PositionReport,1.169675,103.67690333333333,7.2,290.1,271,0,8,Under way sailing,True
2026-04-07 06:54:04.447491517 +0000 UTC,636016118,JOANNA,PositionReport,1.288515,103.74897833333333,3.8,86.7,85,0,0,Under way using engine,True
2026-04-07 06:54:04.67418876 +0000 UTC,311000475,MUREX,PositionReport,1.1799566666666665,103.77466,0,194.5,98,0,1,At anchor,False
2026-04-07 06:54:04.744503739 +0000 UTC,636013119,YM INTERACTION,PositionReport,1.279215,103.76778666666668,0,127.2,122,0,5,Moored,False
2026-04-07 06:54:04.753201405 +0000 UTC,241971000,MARAN GAS ANTIPAROS,PositionReport,1.1646633333333334,103.760035,0,140.6,53,-5,0,Under way using engine,False
2026-04-07 06:54:04.766502443 +0000 UTC,563086610,CSM HYDRA,PositionReport,1.2243133333333334,103.71246666666666,0,248.2,136,0,0,Under way using engine,True
2026-04-07 06:54:05.033562933 +0000 UTC,563215600,,PositionReport,1.22566,103.71084833333333,0.6,228.2,228,0,0,Under way using engine,False
2026-04-07 06:54:05.214367661 +0000 UTC,525501254,,StandardClassBPositionReport,-6.880383333333333,109.74916499999999,0,0,,,,,True
2026-04-07 06:54:05.407716702 +0000 UTC,563083840,PSA GEMINI (NN75),PositionReport,1.2522866666666668,103.775475,5.7,329.5,324,0,5,Moored,True
2026-04-07 06:54:05.905529211 +0000 UTC,564855000,TOLL EMPEROR,PositionReport,1.17622,103.85807333333334,5.8,94.3,92,0,0,Under way using engine,False
2026-04-07 06:54:06.018966577 +0000 UTC,525601262,KN.P 485,PositionReport,-6.878675,112.26856,0,360,,-128,0,Under way using engine,False
2026-04-07 06:54:06.117772913 +0000 UTC,525001108,KM.SABUK_NUSANTARA43,PositionReport,-10.194838333333333,123.526885,0,0,,-128,8,Under way sailing,False
2026-04-07 06:54:06.343833339 +0000 UTC,565918000,,PositionReport,1.1641566666666667,103.75632833333334,0.3,153,,-128,0,Under way using engine,False
2026-04-07 06:54:06.474497286 +0000 UTC,565175000,PILOT GP45,PositionReport,1.2571966666666665,103.84124666666666,0.1,235.7,,-128,0,Under way using engine,False
2026-04-07 06:54:06.533453318 +0000 UTC,525004108,KMP.SIGINJAI,PositionReport,-6.592068333333333,110.64723333333333,0,7.5,,-128,0,Under way using engine,True
2026-04-07 06:54:07.035120067 +0000 UTC,457658000,,StandardClassBPositionReport,1.2635033333333332,103.86090333333333,5,112.1,,,,,True
2026-04-07 06:54:07.060742562 +0000 UTC,566702000,,PositionReport,1.2974283333333332,103.94751,0,256.1,101,0,1,At anchor,False
2026-04-07 06:54:07.609597979 +0000 UTC,477890700,OOCL FELIXSTOWE,PositionReport,1.2694966666666665,103.78442833333334,0,158.8,30,0,5,Moored,False
2026-04-07 06:54:07.861245953 +0000 UTC,565282000,THAMES,PositionReport,1.2220566666666668,103.78856,6.8,134.4,135,0,0,Under way using engine,False
2026-04-07 06:54:08.33264902 +0000 UTC,518100675,PROGRESS 10,PositionReport,1.2376166666666668,103.80145,0,179,294,0,1,At anchor,True
2026-04-07 06:54:08.73461395 +0000 UTC,564060000,,PositionReport,1.2083583333333332,103.85735500000001,6.8,62.9,60,-127,1,At anchor,False
2026-04-07 06:54:08.821556761 +0000 UTC,431220000,ASTRAL ACE,PositionReport,1.2487983333333332,103.88574166666668,0.1,274,349,0,1,At anchor,False
2026-04-07 06:54:08.877377966 +0000 UTC,563040616,,StandardClassBPositionReport,1.2707416666666667,103.85509499999999,0.1,360,,,,,False
2026-04-07 06:54:09.3442516 +0000 UTC,563217300,HAFNIA PRECISION,PositionReport,1.2423433333333334,103.77241333333333,9.3,126.7,131,0,0,Under way using engine,False
2026-04-07 06:54:09.434684282 +0000 UTC,563074920,DISCOVERY,PositionReport,1.2556533333333335,103.82802666666666,0,360,,-128,5,Moored,True
2026-04-07 06:54:09.702110122 +0000 UTC,525901349,CRUZ,PositionReport,1.229055,103.79870666666667,0,160.2,,-128,1,At anchor,False
2026-04-07 06:54:09.79895712 +0000 UTC,525022028,PRAMESWARI 02,PositionReport,-6.700545,112.13856166666666,0,360,,-128,1,At anchor,False
2026-04-07 06:54:10.290712232 +0000 UTC,371884000,ISUZU,PositionReport,1.2662166666666665,103.88927166666667,0,165.4,91,0,1,At anchor,False
2026-04-07 06:54:10.534167516 +0000 UTC,563098800,MARINE VICKY,PositionReport,1.2262549999999999,103.70758333333333,0,161.7,224,0,1,At anchor,False
2026-04-07 06:54:10.542021831 +0000 UTC,538010896,FRONT MAINE,PositionReport,1.2468700000000001,103.91923166666668,0,252.1,162,-3,1,At anchor,True
2026-04-07 06:54:10.556004395 +0000 UTC,312578000,,StandardClassBPositionReport,1.2695783333333333,103.85627166666667,2.7,126.6,,,,,False
2026-04-07 06:54:10.863467788 +0000 UTC,636019337,FSL KELANG,PositionReport,1.2521166666666665,103.78353166666668,0.1,328.2,127,0,0,Under way using engine,True
2026-04-07 06:54:10.999726964 +0000 UTC,477328600,EASTERN RIVER,PositionReport,1.2800833333333335,103.95615,0,127,226,0,1,At anchor,False
2026-04-07 06:54:11.264585749 +0000 UTC,525019114,SINAR HARAPAN-78,StandardClassBPositionReport,-10.179418333333333,123.51109166666667,0,256.7,,,,,True
2026-04-07 06:54:11.327217494 +0000 UTC,563030850,,PositionReport,1.1869100000000001,103.753665,5.8,10.4,35,0,8,Under way sailing,False
2026-04-07 06:54:11.380186819 +0000 UTC,533130184,BRIDGEWATER 63,PositionReport,1.2457333333333334,103.80966166666667,0,6.7,159,0,0,Under way using engine,True
2026-04-07 06:54:11.435228862 +0000 UTC,210761000,GRAND LADY,PositionReport,1.2726416666666667,103.941315,0.1,211.5,232,-2,1,At anchor,True
2026-04-07 06:54:11.461359636 +0000 UTC,563031300,CLEANSEAS EQUALITY,PositionReport,1.1937466666666665,103.744,0,360,,-128,1,At anchor,True
2026-04-07 06:54:11.571273451 +0000 UTC,668116417,,PositionReport,1.2895133333333333,103.92211666666667,0,219,96,0,1,At anchor,False
2026-04-07 06:54:11.772137332 +0000 UTC,525100954,MEGA DAYA 27,StandardClassBPositionReport,1.2626566666666668,103.82814666666667,0,0,,,,,True
2026-04-07 06:54:12.051309357 +0000 UTC,525600143,,StandardClassBPositionReport,-6.864261666666667,109.82956166666666,0.1,281.9,,,,,True
2026-04-07 06:54:12.318171412 +0000 UTC,563066540,PSA CAPELLA YS51,PositionReport,1.2653633333333334,103.78118166666667,0.3,139.9,84,0,0,Under way using engine,False
2026-04-07 06:54:12.447661325 +0000 UTC,563029960,,PositionReport,1.2571216666666667,103.84105666666666,0,139.9,,-128,15,Undefined (default),False
2026-04-07 06:54:12.508497342 +0000 UTC,565173000,,PositionReport,1.2904449999999998,103.76074166666668,0,286,,-128,0,Under way using engine,False
2026-04-07 06:54:12.673748674 +0000 UTC,636023015,,PositionReport,1.2854066666666666,103.75781333333333,0,49.1,120,0,5,Moored,False
2026-04-07 06:54:12.940944455 +0000 UTC,525701659,,PositionReport,-10.195845,123.52684833333333,0,173.6,,-128,5,Moored,False
2026-04-07 06:54:13.53694216 +0000 UTC,563069100,,PositionReport,1.2401283333333335,103.87776666666667,0,115,8,0,0,Under way using engine,False
2026-04-07 06:54:13.967194065 +0000 UTC,477898700,OOCL YOKOHAMA,PositionReport,1.2657166666666666,103.78158333333334,0.2,116,28,0,0,Under way using engine,True
2026-04-07 06:54:14.160167372 +0000 UTC,255806182,INDUSTRIAL CONSTANT,PositionReport,1.2552766666666666,103.889465,0,238.1,131,0,1,At anchor,True
2026-04-07 06:54:14.168803574 +0000 UTC,563070940,,PositionReport,1.21518,103.74614666666666,0.1,360,200,0,0,Under way using engine,True
2026-04-07 06:54:14.554380781 +0000 UTC,305496000,SLOMAN THETIS,PositionReport,1.143765,103.722485,8.7,299.2,300,-3,0,Under way using engine,False
2026-04-07 06:54:14.919708836 +0000 UTC,518100792,KIM POWER,StandardClassBPositionReport,1.2704766666666667,103.85495666666667,0,98.7,98,,,,False
2026-04-07 06:54:15.147243117 +0000 UTC,457001254,EH GAJAH,StandardClassBPositionReport,1.2632516666666667,103.82918166666667,0,0,,,,,True
2026-04-07 06:54:15.419140523 +0000 UTC,525119061,KMSBUKNUSANTARA87,PositionReport,-10.195513333333334,123.52681833333332,0,175.9,,-128,8,Under way sailing,True
2026-04-07 06:54:15.593716209 +0000 UTC,563069230,,PositionReport,1.290575,103.76049666666667,0,353.1,99,0,0,Under way using engine,False
2026-04-07 06:54:15.70028135 +0000 UTC,312653000,BATAMINDO LEO,PositionReport,1.2644333333333333,103.84276,0,294.5,,-128,0,Under way using engine,False
2026-04-07 06:54:15.754405656 +0000 UTC,412549527,LURONGYUANYUYUN898,PositionReport,1.2177683333333333,103.825165,0.3,252,124,0,1,At anchor,False
2026-04-07 06:54:16.096838601 +0000 UTC,563074570,VISION 225,PositionReport,1.2628083333333333,103.82844,0,16.5,,-128,15,Undefined (default),True
2026-04-07 06:54:16.450107486 +0000 UTC,636025620,SHAFALLAH,PositionReport,1.1693516666666668,103.71226333333334,0.1,323.4,317,-5,1,At anchor,False
2026-04-07 06:54:16.460030585 +0000 UTC,565771000,,PositionReport,1.2638466666666666,103.833175,0,168.3,269,0,5,Moored,True
2026-04-07 06:54:16.539187303 +0000 UTC,352001488,SENTOSA 66,PositionReport,1.1981,103.88411666666666,5.7,53,50,0,0,Under way using engine,True
2026-04-07 06:54:16.637617823 +0000 UTC,563265000,KOTA LESTARI,PositionReport,1.2500966666666666,103.89154,0,123.7,181,0,1,At anchor,True
2026-04-07 06:54:16.772043362 +0000 UTC,447161000,GAS AL KUWAIT II,PositionReport,1.20018,103.86227666666667,2.5,153.9,97,-24,0,Under way using engine,False
2026-04-07 06:54:16.904674237 +0000 UTC,563451000,ENTHRAL,PositionReport,1.2695033333333332,103.885235,5.6,81.6,76,0,0,Under way using engine,False
2026-04-07 06:54:17.061545301 +0000 UTC,563083810,,PositionReport,1.3017583333333334,103.990315,0.1,356.5,117,0,0,Under way using engine,False
2026-04-07 06:54:17.567247082 +0000 UTC,566717000,,PositionReport,1.2611233333333334,103.76809166666666,6.4,161.9,,-128,12,Power-driven vessel pushing ahead/towing alongside,False
2026-04-07 06:54:17.730842784 +0000 UTC,525601836,TARAKASAMUDRA128,PositionReport,-6.848511666666667,112.40588,0,360,,-128,0,Under way using engine,True
2026-04-07 06:54:17.767360436 +0000 UTC,563023490,,PositionReport,1.1989016666666668,103.74935333333333,0.1,354.7,,-128,8,Under way sailing,True
2026-04-07 06:54:17.862562375 +0000 UTC,563275700,MARINA AMETHYST,PositionReport,1.2617016666666667,103.84555333333333,0,318.5,318,0,0,Under way using engine,False
2026-04-07 06:54:17.864412906 +0000 UTC,566052000,ASL MERCURY,PositionReport,1.2157116666666667,103.653685,4.1,209.1,,-128,0,Under way using engine,False
2026-04-07 06:54:18.074231467 +0000 UTC,563766000,,PositionReport,1.29891,103.95287166666667,0,257.9,85,0,0,Under way using engine,False
2026-04-07 06:54:18.060219321 +0000 UTC,525100168,,PositionReport,-10.192129999999999,123.511025,0,208.1,298,0,1,At anchor,False
2026-04-07 06:54:18.087206701 +0000 UTC,525901488,VINTARI,PositionReport,-10.204413333333333,123.52754333333334,0,169.7,8,0,0,Under way using engine,False
2026-04-07 06:54:18.209519705 +0000 UTC,563021420,SEA EFA SC4356J,StandardClassBPositionReport,1.270455,103.879555,0.2,0,,,,,True
2026-04-07 06:54:18.23464995 +0000 UTC,525900792,STB  01,PositionReport,1.224885,103.79178,6.8,323.3,,-128,0,Under way using engine,True
2026-04-07 06:54:18.450551107 +0000 UTC,563248400,PEARL LEGO,PositionReport,1.17389,103.75935,0.1,95.8,68,0,0,Under way using engine,False
2026-04-07 06:54:18.527954342 +0000 UTC,538012374,NAUTICAL SINGAPORE,PositionReport,1.24624,103.81349833333334,0.1,109.8,162,0,1,At anchor,False
2026-04-07 06:54:18.83379278 +0000 UTC,636026265,,PositionReport,1.2438216666666666,103.90519833333333,0,292.3,179,0,1,At anchor,True
2026-04-07 06:54:19.053515751 +0000 UTC,352001246,REGINA ISLAND,PositionReport,1.1551616666666669,103.76309833333333,11,239.5,241,0,0,Under way using engine,True
2026-04-07 06:54:19.171107541 +0000 UTC,563315800,PINNACLE OF MAJESTIC,PositionReport,1.261385,103.82077666666667,0.5,36.3,61,-127,9,Reserved (HSC),False
2026-04-07 06:54:19.180559454 +0000 UTC,525110191,,PositionReport,1.1665583333333334,103.85025999999999,29.1,68,,1,0,Under way using engine,False
2026-04-07 06:54:19.330987498 +0000 UTC,563120700,,PositionReport,1.256255,103.92302500000001,0,132,241,0,0,Under way using engine,False
2026-04-07 06:54:19.354553352 +0000 UTC,563009240,,PositionReport,1.2457566666666666,103.694065,9.4,319.3,,-128,5,Moored,False
2026-04-07 06:54:19.461261023 +0000 UTC,525601594,TB AMADEUS 1,PositionReport,1.26318,103.82918666666666,0,360,,-128,0,Under way using engine,True
2026-04-07 06:54:19.569200192 +0000 UTC,563105900,PSA MARVEL CS05,PositionReport,1.1727649999999998,103.77067833333334,0.3,27.7,54,127,0,Under way using engine,False
2026-04-07 06:54:19.607547488 +0000 UTC,525101668,,PositionReport,-6.849846666666666,112.44253333333333,0,163.4,31,0,1,At anchor,False
2026-04-07 06:54:19.823816287 +0000 UTC,232027081,ENERGY ATHENA,PositionReport,1.2195633333333333,103.82089500000001,0.2,317,235,-6,1,At anchor,True
2026-04-07 06:54:20.517971095 +0000 UTC,563092000,COMO,PositionReport,1.22631,103.68499833333334,0.2,118.6,,-128,0,Under way using engine,False
2026-04-07 06:54:20.539843536 +0000 UTC,563038800,MARINE TINA,PositionReport,1.2166050000000002,103.67557833333333,9,245.1,240,0,0,Under way using engine,False
2026-04-07 06:54:20.573738202 +0000 UTC,563086270,SEVERN,PositionReport,1.2944183333333332,103.93353,0,0,100,40,1,At anchor,False
2026-04-07 06:54:20.749236125 +0000 UTC,525100705,ICON EFESUS I 17,PositionReport,-6.83968,112.43481666666666,0,285.1,,-128,1,At anchor,True
2026-04-07 06:54:20.769060216 +0000 UTC,636016811,,PositionReport,1.2294533333333333,103.82117333333333,0.1,200.4,355,0,1,At anchor,False
2026-04-07 06:54:21.041160184 +0000 UTC,563086590,,PositionReport,1.2865283333333333,103.76256,0.8,313.1,295,0,8,Under way sailing,True
2026-04-07 06:54:21.144643531 +0000 UTC,565523000,,PositionReport,1.2924833333333334,103.93367333333335,0,244.8,94,0,0,Under way using engine,False
2026-04-07 06:54:21.154494921 +0000 UTC,636018514,CIELO ROSSO,PositionReport,1.2602216666666666,103.91743666666666,0,340.2,221,-2,1,At anchor,False
2026-04-07 06:54:21.487482314 +0000 UTC,563186900,SRIWANGI II,PositionReport,1.2256500000000001,103.79864333333333,0,15.6,354,-8,1,At anchor,False
2026-04-07 06:54:21.677372932 +0000 UTC,636022920,MSC MARIELLA,PositionReport,1.15174,103.71853166666666,3.4,301.6,305,-2,0,Under way using engine,False
2026-04-07 06:54:21.728237472 +0000 UTC,613003614,,PositionReport,1.261345,103.90696,0,221.7,148,-7,1,At anchor,True
