timestamp_utc,mmsi,ship_name,message_type,imo_number,call_sign,vessel_name,ship_type_code,dim_a,dim_b,dim_c,dim_d,length_m,beam_m,draught_m,destination,eta_month,eta_day,eta_hour,eta_minute
2026-04-07 06:52:58.176190262 +0000 UTC,636024183,STENSTRAUM,ShipStaticData,9187394,D5YF5,STENSTRAUM,80,116,29,0,21,145,,8,SINGAPORE,4,6,5,30
2026-04-07 06:52:59.319621853 +0000 UTC,566053000,ASL MARS,ShipStaticData,9504700,9V7430,ASL MARS,36,6,20,6,6,26,12,8.5,BATAM,4,16,16,0
2026-04-07 06:53:01.861003954 +0000 UTC,636019337,FSL KELANG,ShipStaticData,9845049,D5UB2,FSL KELANG,70,158,14,17,7,172,24,7.8,SGSIN,4,7,6,0
2026-04-07 06:53:07.025565183 +0000 UTC,205083000,BOKA TIAMAT,ShipStaticData,9792527,ORUE,BOKA TIAMAT,79,40,58,10,10,98,20,5.6,AEW,3,31,17,30
2026-04-07 06:53:08.407509664 +0000 UTC,525101021,KN SAR ANTAREJA,ShipStaticData,0,,KN SAR ANTAREJA,51,10,30,3,7,40,10,0,KUPANGANCH,1,14,20,22
2026-04-07 06:53:10.634383346 +0000 UTC,636016811,,StaticDataReport,,D5HX8,,52,14,58,12,5,72,17,,,,,,
2026-04-07 06:53:14.30453495 +0000 UTC,457404000,,StaticDataReport,,,,70,13,10,3,3,23,6,,,,,,
2026-04-07 06:53:14.571060175 +0000 UTC,477854400,SILVER HESSA,ShipStaticData,9718868,VRPS6,SILVER HESSA,80,147,36,24,8,183,32,8.8,SINGAPORE PWBGA,4,6,12,0
2026-04-07 06:53:14.7308377 +0000 UTC,563315800,PINNACLE OF MAJESTIC,ShipStaticData,1114652,9VEE6,PINNACLE OF MAJESTIC,40,10,32,9,1,42,10,0,SINGAPORE - RFT,4,7,7,50
2026-04-07 06:53:15.121175438 +0000 UTC,352004850,FLORA MARIS,ShipStaticData,9423906,3E7083,FLORA MARIS,82,157,32,8,24,189,32,9.2,SG SIN-PEBGC,3,31,22,30
2026-04-07 06:53:15.148580812 +0000 UTC,572133210,,StaticDataReport,,,,70,2,10,3,3,12,6,,,,,,
2026-04-07 06:53:16.796300862 +0000 UTC,525100705,ICON EFESUS I 17,ShipStaticData,8793914,SSD,ICON EFESUS I 17,70,82,16,8,8,98,16,3.6,DPL,4,1,8,5
2026-04-07 06:53:18.545232858 +0000 UTC,563086930,PSA PISCES,ShipStaticData,1060344,9V9806,PSA PISCES,52,16,14,7,5,30,12,4.7,SG SIN PEBG-A,11,7,2,0
2026-04-07 06:53:19.193772119 +0000 UTC,447161000,GAS AL KUWAIT II,ShipStaticData,9329710,9KEF,GAS AL KUWAIT II,80,187,38,26,10,225,36,8,CNDGG-SGSIN PGBG,7,4,8,0
2026-04-07 06:53:19.526575747 +0000 UTC,477890700,OOCL FELIXSTOWE,ShipStaticData,9922512,VRVN7,OOCL FELIXSTOWE,71,131,268,44,17,399,61,13.2,BE ZEE>SG SIN,4,6,2,0
2026-04-07 06:53:20.288681901 +0000 UTC,563257300,KOTA NEKAD,ShipStaticData,9390252,9VDK6,KOTA NEKAD,70,143,37,12,16,180,28,10.1,SGSIN PEBGA,4,5,22,0
2026-04-07 06:53:22.84625737 +0000 UTC,566925000,BEAVER,StaticDataReport,,,BEAVER,,0,0,0,0,,,,,,,,
2026-04-07 06:53:23.1249113 +0000 UTC,563026590,PANDUAN,ShipStaticData,9714549,9V2429,PANDUAN,53,15,20,5,5,35,10,2.3,SINGAPORE,12,15,12,0
2026-04-07 06:53:23.375864582 +0000 UTC,457671000,WEI YANG 018,StaticDataReport,,,WEI YANG 018,,0,0,0,0,,,,,,,,
2026-04-07 06:53:23.931061684 +0000 UTC,566623000,RESOLUTE NN24,ShipStaticData,9727687,9V3113,RESOLUTE NN24,99,16,16,6,6,32,12,4.6,SINGAPORE,11,21,7,0
2026-04-07 06:53:23.95896438 +0000 UTC,525125027,MERATUS PMTSIANTAR,ShipStaticData,9371892,YDFW2,MERATUS PMTSIANTAR,70,110,7,2,18,117,20,6.8,ID KOE *_*,4,1,11,0
2026-04-07 06:53:25.625865507 +0000 UTC,563004120,MARINA PRINCESS 3,StaticDataReport,,,MARINA PRINCESS 3,,0,0,0,0,,,,,,,,
2026-04-07 06:53:25.680808142 +0000 UTC,525200075,CAMARA NUSANTARA 6,ShipStaticData,9855094,YCDC2,CAMARA NUSANTARA 6,71,0,0,0,0,,,4.5,KUPANG,4,5,2,0
2026-04-07 06:53:26.920378395 +0000 UTC,241393000,MARAN TAURUS,ShipStaticData,9519494,SVCG3,MARAN TAURUS,80,282,51,36,24,333,60,11,SG SIN,4,4,19,30
2026-04-07 06:53:26.926698698 +0000 UTC,525101263,GARDA MARITIM 3,ShipStaticData,9910686,YCZX2,GARDA MARITIM 3,68,45,15,13,1,60,14,2,BOLOK-KUPANG,5,25,23,0
2026-04-07 06:53:28.315002914 +0000 UTC,542659110,SEA WREN,StaticDataReport,,,SEA WREN,,0,0,0,0,,,,,,,,
2026-04-07 06:53:29.2602459 +0000 UTC,563250600,MAJESTIC HARMONY,ShipStaticData,1073121,9VCO4,MAJESTIC HARMONY,40,10,29,7,3,39,10,0,HFC-BTC(RETURN),4,4,0,50
2026-04-07 06:53:29.984336645 +0000 UTC,636091575,HANSA  AUGSBURG,ShipStaticData,9373474,A8PN3,HANSA  AUGSBURG,71,17,159,14,14,176,28,9.7,VNHPH,4,11,19,30
2026-04-07 06:53:30.173670622 +0000 UTC,253000147,BOURBONEVOLUTION810,ShipStaticData,9639878,LXAR6,BOURBONEVOLUTION810,99,15,85,4,16,100,20,6.2,SINGAPORE,3,17,11,0
2026-04-07 06:53:30.682247756 +0000 UTC,311001204,AFRICAN NIGHTHAWK,ShipStaticData,9646895,C6GB9,AFRICAN NIGHTHAWK,70,161,19,16,14,180,30,6.6,SINGAPORE-PEBGB,4,6,12,30
2026-04-07 06:53:32.038306958 +0000 UTC,241971000,MARAN GAS ANTIPAROS,ShipStaticData,9963827,SVEB8,MARAN GAS ANTIPAROS,80,231,64,22,25,295,47,9,SG SIN,5,7,4,1
2026-04-07 06:53:32.811971873 +0000 UTC,319053100,VICTON,ShipStaticData,9672428,ZGDI5,VICTON,37,26,14,4,4,40,8,2.2,OCEAN MARINA,9,25,17,20
2026-04-07 06:53:34.739436547 +0000 UTC,563068830,,StaticDataReport,,,,37,0,0,0,0,,,,,,,,
2026-04-07 06:53:36.816073735 +0000 UTC,219199000,MAERSK EDMONTON,ShipStaticData,9458030,OYHV2,MAERSK EDMONTON,71,142,224,34,14,366,48,12,CNQDG,4,15,11,0
2026-04-07 06:53:39.931195266 +0000 UTC,525900792,STB  01,ShipStaticData,9153941,JZEG,STB  01,70,42,10,5,5,52,10,4,PEBGA SINGAPORE,4,7,13,45
2026-04-07 06:53:40.065442674 +0000 UTC,232027081,ENERGY ATHENA,ShipStaticData,9891440,MHCJ3,ENERGY ATHENA,80,148,35,12,20,183,32,8.1,SINGAPORE AWPB,4,1,17,30
2026-04-07 06:53:42.235033559 +0000 UTC,351473000,MSC ALYSSA,ShipStaticData,9235050,H9MW,MSC ALYSSA,0,207,67,15,17,274,32,10.7,SINGAPORE,4,6,23,0
2026-04-07 06:53:43.0781535 +0000 UTC,636022972,AFRAMAX RIO,ShipStaticData,9273844,5LLH6,AFRAMAX RIO,80,209,38,27,15,247,42,8.3,SINGAPORE,4,6,20,0
2026-04-07 06:53:43.562400133 +0000 UTC,566496000,MARINE ORACLE,ShipStaticData,9655391,9V9824,MARINE ORACLE,80,73,17,12,4,90,16,5.5,SUDONG,4,5,7,0
2026-04-07 06:53:44.399334289 +0000 UTC,636021766,NADINE V,ShipStaticData,9512563,5LFO6,NADINE V,70,205,30,12,26,235,38,14.5,SINGAPORE,4,7,6,0
2026-04-07 06:53:44.601121207 +0000 UTC,565968000,LAUREL,ShipStaticData,9576911,9V8441,LAUREL,89,92,11,9,9,103,18,4.4,SPORE ASPP,4,5,10,0
2026-04-07 06:53:45.001234775 +0000 UTC,563028450,SEA ABUNDANCE,ShipStaticData,9711080,9VLP2,SEA ABUNDANCE,84,70,20,10,6,90,16,5.8,ARAFR,4,7,16,42
2026-04-07 06:53:45.467126623 +0000 UTC,563080160,MPA GUARDIAN,ShipStaticData,0,9V7882,MPA GUARDIAN,53,8,26,5,5,34,10,0,SINGAPORE PORT,0,0,24,60
2026-04-07 06:53:48.628714565 +0000 UTC,209527000,BEACHWAY,ShipStaticData,9524140,5BUC4,BEACHWAY,33,26,93,7,14,119,21,5.5,SINGAPORE,7,14,0,0
2026-04-07 06:53:49.238308593 +0000 UTC,311001237,ERREA WITTU,ShipStaticData,9989479,C6GG2,ERREA WITTU,99,318,21,9,55,339,64,0,,0,0,0,0
2026-04-07 06:53:50.715974661 +0000 UTC,525019607,AYU 28,StaticDataReport,,,AYU 28,,0,0,0,0,,,,,,,,
2026-04-07 06:53:51.221668608 +0000 UTC,566133000,RESILIENT NN23,ShipStaticData,9727675,9V3111,RESILIENT NN23,95,10,22,7,6,32,13,4.2,S'PORE,0,0,24,60
2026-04-07 06:53:53.793186385 +0000 UTC,525008054,MT PANDAN,ShipStaticData,9189548,PMRQ,MT PANDAN,80,56,10,10,4,66,14,3.3,KUPANG,7,4,8,0
2026-04-07 06:53:55.211476324 +0000 UTC,563206300,STOLT MOMIJI,ShipStaticData,9470545,9V8784,STOLT MOMIJI,80,100,21,16,5,121,21,8,SGSIN,4,6,21,45
2026-04-07 06:53:56.07916483 +0000 UTC,564759000,I MOLA,ShipStaticData,9204025,9V5704,I MOLA,60,26,6,4,4,32,8,0,MSP,6,24,18,30
2026-04-07 06:53:56.84075858 +0000 UTC,565102000,AYER CHERDAS,ShipStaticData,9698745,9V2801,AYER CHERDAS,86,30,10,5,5,40,10,4,SINGAPORE,5,30,8,0
2026-04-07 06:53:58.367882141 +0000 UTC,563040382,SC1494C,StaticDataReport,,,SC1494C,,0,0,0,0,,,,,,,,
2026-04-07 06:53:59.800044925 +0000 UTC,525008101,TB BALONGAN 1,ShipStaticData,9149536,YFIX,TB BALONGAN 1,52,10,22,2,7,32,9,3.5,CAPLONG,4,3,0,0
2026-04-07 06:54:03.298588898 +0000 UTC,525024416,TB CAPRICORN 80,StaticDataReport,,,TB CAPRICORN 80,,0,0,0,0,,,,,,,,
2026-04-07 06:54:03.659833152 +0000 UTC,215141000,CMA CGM CORAL,ShipStaticData,9350393,9HA4979,CMA CGM CORAL,73,216,66,8,24,282,32,13.3,CNNSA,4,12,8,0
2026-04-07 06:54:04.960782161 +0000 UTC,525001108,KM.SABUK_NUSANTARA43,ShipStaticData,0,JZWR,KM.SABUK_NUSANTARA43,99,60,10,7,7,70,14,0,KUPANG^,4,7,6,30
2026-04-07 06:54:07.253178865 +0000 UTC,525018271,ASEAN EXPLORER,ShipStaticData,9236676,JZSY,ASEAN EXPLORER,90,62,80,12,12,142,24,7.7,PEBGA SG,4,4,6,0
2026-04-07 06:54:10.65111998 +0000 UTC,636093121,DALLAS EXPRESS,ShipStaticData,9193288,5LGX8,DALLAS EXPRESS,71,222,72,16,16,294,32,11,SGSIN PWBGA,6,4,9,30
2026-04-07 06:54:12.517058831 +0000 UTC,372192000,KUMANO,ShipStaticData,9333761,3EHO5,KUMANO,70,145,29,8,20,174,28,7.2,SG SIN,4,5,8,0
2026-04-07 06:54:14.329991937 +0000 UTC,563085490,NORTHERN ALBATROSS,StaticDataReport,,,NORTHERN ALBATROSS,,0,0,0,0,,,,,,,,
2026-04-07 06:54:17.347975396 +0000 UTC,563254100,KOTA OASIS,ShipStaticData,9977866,9V9542,KOTA OASIS,70,80,180,28,18,260,46,10.2,SGSIN PEBGA,4,6,8,0
2026-04-07 06:54:17.43091536 +0000 UTC,312653000,BATAMINDO LEO,ShipStaticData,107727000,V3RV7,BATAMINDO LEO,70,69,30,8,8,99,16,3,SGSIN PEBGA,4,7,7,0
2026-04-07 06:54:18.385188173 +0000 UTC,538005523,LUOJIASHAN,ShipStaticData,9423645,V7ER9,LUOJIASHAN,80,119,28,6,18,147,24,6.3,SGSIN PWBG A,4,1,23,0
2026-04-07 06:54:18.998444275 +0000 UTC,352006601,LONNIE,ShipStaticData,9469924,3E7953,LONNIE,70,251,41,25,20,292,45,8.5,SI SGP,4,2,1,0
2026-04-07 06:54:19.665843603 +0000 UTC,372805000,FLORIDA HIGHWAY,ShipStaticData,9442861,3EPT6,FLORIDA HIGHWAY,70,29,170,24,8,199,32,9.5,JP UKB>SG SIN,4,5,8,0
2026-04-07 06:54:20.811325415 +0000 UTC,311000774,FUGRO MARINER,ShipStaticData,9358591,C6DS9,FUGRO MARINER,99,17,59,4,16,76,20,4.6,SNGAPORE AEW,4,5,8,0
2026-04-07 06:54:23.120220928 +0000 UTC,533674000,DANUM 18,ShipStaticData,9243291,9MEM9,DANUM 18,70,58,26,11,11,84,22,4.2,SBW,4,10,7,0
2026-04-07 06:54:24.652028506 +0000 UTC,636017005,ARABELLA,ShipStaticData,9300594,D5IV8,ARABELLA,70,252,38,28,17,290,45,9.2,SINGAPORE,3,29,2,15
2026-04-07 06:54:25.569084435 +0000 UTC,525100095,,StaticDataReport,,YDB6662,,52,15,8,3,4,23,7,,,,,,
2026-04-07 06:54:26.867486286 +0000 UTC,232026709,VS REMLIN,ShipStaticData,9252307,MGYO8,VS REMLIN,81,135,36,13,14,171,27,8,SG PEBGC,4,2,9,0
2026-04-07 06:54:27.040531111 +0000 UTC,525022028,PRAMESWARI 02,ShipStaticData,9633381,POFH,PRAMESWARI 02,52,3,39,4,8,42,12,3.2,,0,0,24,60
2026-04-07 06:54:28.048623648 +0000 UTC,374986000,CLIO FORWARD,ShipStaticData,9369136,3EMS4,CLIO FORWARD,70,108,20,5,15,128,20,5.6,SGP PEBGA,4,7,5,45
2026-04-07 06:54:29.148341338 +0000 UTC,566540000,ZMAGA,ShipStaticData,9651876,9V9858,ZMAGA,80,78,12,6,10,90,16,5.8,ARP,4,7,8,18
2026-04-07 06:54:29.16556142 +0000 UTC,566163000,BRUE,ShipStaticData,9735256,9V2696,BRUE,80,70,20,5,10,90,15,6,SELAT PAUH,4,5,10,0
2026-04-07 06:54:30.627796286 +0000 UTC,566824000,FRONTEK,ShipStaticData,9537214,9V9856,FRONTEK,80,52,11,1,12,63,13,4.5,ARP,12,2,7,5
2026-04-07 06:54:30.734525171 +0000 UTC,563026590,PANDUAN,ShipStaticData,9714549,9V2429,PANDUAN,53,15,20,5,5,35,10,2.3,SINGAPORE,12,15,12,0
2026-04-07 06:54:30.763208608 +0000 UTC,413241940,HENG HUI 19,ShipStaticData,9896804,BOLD4,HENG HUI 19,82,95,18,1,16,113,17,6.7,S G P/ PEBGC,4,3,9,0
2026-04-07 06:54:34.530484941 +0000 UTC,563205800,STOLT YURI,ShipStaticData,9750218,9V8777,STOLT YURI,80,106,21,20,0,127,,7.4,SG SIN,4,3,1,0
2026-04-07 06:54:35.899619665 +0000 UTC,416252000,ASIA CEMENT NO.6,ShipStaticData,9112832,BLEZ,ASIA CEMENT NO.6,70,105,20,7,13,125,20,8.7,SIN PEBGA,3,26,1,0
2026-04-07 06:54:36.713194282 +0000 UTC,457618000,HAI BAO,ShipStaticData,0,JVRP8,HAI BAO,70,48,8,4,4,56,8,3.2,JURONG PORT SG,4,7,10,0
2026-04-07 06:54:36.865729475 +0000 UTC,538011698,DHT REDWOOD,ShipStaticData,9528940,V7A3317,DHT REDWOOD,80,276,57,26,34,333,60,11,SG SIN,4,6,5,0
2026-04-07 06:54:37.518845473 +0000 UTC,563041656,SC 2920 G,StaticDataReport,,,SC 2920 G,,0,0,0,0,,,,,,,,
2026-04-07 06:54:38.043347974 +0000 UTC,563070980,MPA8,StaticDataReport,,,MPA8,,0,0,0,0,,,,,,,,
2026-04-07 06:54:38.108198745 +0000 UTC,525101104,KENDHAGA NUSANTARA11,ShipStaticData,9863601,YCJC2,KENDHAGA NUSANTARA11,70,60,14,9,9,74,18,3.4,KUPANG,3,22,6,30
2026-04-07 06:54:38.20104874 +0000 UTC,351616000,GT FREEDOM,ShipStaticData,9254927,HPBI,GT FREEDOM,80,146,34,22,10,180,32,7.5,PEGBC-SGP,4,6,12,30
2026-04-07 06:54:40.571595674 +0000 UTC,563217300,HAFNIA PRECISION,ShipStaticData,9760213,9V7899,HAFNIA PRECISION,80,181,39,10,28,220,38,11.2,HORIZON OBH2>AEPA,4,7,9,0
2026-04-07 06:54:40.732735995 +0000 UTC,533130658,LG ASPHALT 2,ShipStaticData,9826885,9MWS7,LG ASPHALT 2,85,74,25,9,9,99,18,4.9,PEBGC SGSIN,3,29,4,0
2026-04-07 06:54:43.02783909 +0000 UTC,414877000,ZHONG GU CHENG DU,ShipStaticData,9933846,BPJK4,ZHONG GU CHENG DU,74,196,32,11,29,228,40,12.4,MY PKG,4,8,0,0
2026-04-07 06:54:44.343514114 +0000 UTC,477328600,EASTERN RIVER,ShipStaticData,9459357,VRJI6,EASTERN RIVER,70,228,26,28,15,254,43,7.7,SGP,4,6,21,30
2026-04-07 06:54:44.573353901 +0000 UTC,636023450,SEA STAR 1,ShipStaticData,9444974,5LNU2,SEA STAR 1,70,138,34,20,8,172,28,6.5,SGSIN,4,7,3,0
2026-04-07 06:54:45.054540274 +0000 UTC,563021100,KAI EI MARU 15,ShipStaticData,9812353,9V5257,KAI EI MARU 15,80,86,20,11,6,106,17,6.8,P17,4,7,16,0
2026-04-07 06:54:46.743808212 +0000 UTC,314001139,ORYX,ShipStaticData,9250737,8PZY2,ORYX,80,224,45,23,23,269,46,9,EG SUZ,4,23,20,0
2026-04-07 06:54:46.749271788 +0000 UTC,533131134,MOANA O AROHA,StaticDataReport,,,MOANA O AROHA,,0,0,0,0,,,,,,,,
2026-04-07 06:54:48.813118837 +0000 UTC,565263000,HORIZON 9,ShipStaticData,9732113,9V2413,HORIZON 9,40,18,20,4,5,38,9,1.5,SINGAPORE HFC,4,13,5,10
2026-04-07 06:54:49.282167536 +0000 UTC,563197000,BLISS,ShipStaticData,9501629,9V7510,BLISS,80,85,15,6,9,100,15,4.8,AWPA,4,5,15,30
2026-04-07 06:54:51.727419587 +0000 UTC,563087330,ATLANTIC ALBATROSS,StaticDataReport,,,ATLANTIC ALBATROSS,,0,0,0,0,,,,,,,,
2026-04-07 06:54:53.397619956 +0000 UTC,563029230,SYNERGY,ShipStaticData,9703954,9VFL5,SYNERGY,80,38,10,8,2,48,10,2.8,ASPP,12,8,12,0
2026-04-07 06:54:54.955932952 +0000 UTC,565996000,RADIANCE,ShipStaticData,9471434,9VJZ9,RADIANCE,80,84,16,8,10,100,18,4.6,P 35,2,0,0,0
2026-04-07 06:54:57.436374637 +0000 UTC,525018042,TB SABANG 51,StaticDataReport,,,TB SABANG 51,,0,0,0,0,,,,,,,,
2026-04-07 06:54:57.865409926 +0000 UTC,518100675,PROGRESS 10,ShipStaticData,9213208,E5U3586,PROGRESS 10,80,94,21,9,7,115,16,4.8,SINGAPORE,3,11,6,0
2026-04-07 06:54:58.026030467 +0000 UTC,563079380,,StaticDataReport,,9V8578,,60,14,14,4,4,28,8,,,,,,
2026-04-07 06:54:58.550073225 +0000 UTC,564743000,KST KIJANG,ShipStaticData,9189184,9V5708,KST KIJANG,52,11,17,4,5,28,9,4,SINGAPORE,6,18,11,0
2026-04-07 06:55:00.610864786 +0000 UTC,525501739,RADHIKA PANGESTU,ShipStaticData,8541270,YDBF3,RADHIKA PANGESTU,70,88,18,8,8,106,16,3,LAMONGAN,2,26,1,0
2026-04-07 06:55:00.909976273 +0000 UTC,538009287,BALTIMORE STAR,ShipStaticData,9440796,V7A4547,BALTIMORE STAR,70,194,68,23,9,262,32,10.1,SGSIN PEBGA,4,6,14,30
2026-04-07 06:55:01.117762536 +0000 UTC,314940000,ECO PRIDE 1,ShipStaticData,9251664,8P2436,ECO PRIDE 1,84,150,28,10,18,178,28,7,SISGN,4,5,10,45
2026-04-07 06:55:03.379614319 +0000 UTC,525007049,TB SATRIA SRIS 5,StaticDataReport,,,TB SATRIA SRIS 5,,0,0,0,0,,,,,,,,
2026-04-07 06:55:04.158810763 +0000 UTC,538006076,STI SOLIDARITY,ShipStaticData,9708576,V7JN7,STI SOLIDARITY,80,204,46,15,29,250,44,9,SGSIN PEBGC,4,7,5,45
2026-04-07 06:55:04.355181022 +0000 UTC,441661000,CNC RICH,ShipStaticData,9279939,D7CR,CNC RICH,80,99,24,10,10,123,20,9.4,IN BOM,4,16,19,30
2026-04-07 06:55:05.28626389 +0000 UTC,525500841,,StaticDataReport,,YB6249,,70,33,7,5,2,40,7,,,,,,
2026-04-07 06:55:05.770298907 +0000 UTC,525023187,TERSUS BUMT,ShipStaticData,9043029,POKP,TERSUS BUMT,90,286,41,35,23,327,58,21,,0,0,24,60
2026-04-07 06:55:09.083229436 +0000 UTC,566052000,ASL MERCURY,ShipStaticData,9504712,9V7431,ASL MERCURY,31,6,20,6,6,26,12,2.2,SINGAPORE,1,5,12,59
2026-04-07 06:55:09.214115309 +0000 UTC,563037800,LT BERYL,ShipStaticData,9824875,9V5432,LT BERYL,80,75,24,3,14,99,17,4.5,PEBG - C SG,4,4,10,0
2026-04-07 06:55:09.480865631 +0000 UTC,249067000,BOKA GUARD,ShipStaticData,9398539,9HA6094,BOKA GUARD,52,29,45,10,11,74,21,6.1,SSE SG SIN,2,5,2,0
2026-04-07 06:55:11.669532191 +0000 UTC,538007582,CLIPPER TARPON,ShipStaticData,9406099,V7VI2,CLIPPER TARPON,70,147,31,8,20,178,28,6.8,PEBGB,4,6,2,45
2026-04-07 06:55:13.211859162 +0000 UTC,311000475,MUREX,ShipStaticData,9705641,C6CH7,MUREX,89,229,66,11,35,295,46,9.7,SIN PGBG,4,7,4,0
2026-04-07 06:55:14.554751939 +0000 UTC,564886000,GRAZIA COSULICH,ShipStaticData,9673109,9V6694,GRAZIA COSULICH,89,70,20,10,6,90,16,6.5,ASP,4,6,12,0
2026-04-07 06:55:15.940656873 +0000 UTC,563063980,SKIP JACK,StaticDataReport,,,SKIP JACK,,0,0,0,0,,,,,,,,
2026-04-07 06:55:17.301402593 +0000 UTC,563029610,,StaticDataReport,,9V2440,,36,7,6,3,5,13,8,,,,,,
2026-04-07 06:55:17.373417513 +0000 UTC,563031300,CLEANSEAS EQUALITY,ShipStaticData,9817652,9V5321,CLEANSEAS EQUALITY,80,37,20,9,3,57,12,3.8,0,8,0,0,0
2026-04-07 06:55:17.451715782 +0000 UTC,431220000,ASTRAL ACE,ShipStaticData,9182368,7JUJ,ASTRAL ACE,70,44,131,19,10,175,29,6.9,SGSIN_PEBGA,4,6,21,0
2026-04-07 06:55:17.638847487 +0000 UTC,563105900,PSA MARVEL CS05,ShipStaticData,9869605,9V6482,PSA MARVEL CS05,52,14,18,4,8,32,12,5.4,SINGAPORE,3,2,3,0
2026-04-07 06:55:18.147188665 +0000 UTC,563074570,VISION 225,ShipStaticData,9903308,9V6996,VISION 225,52,10,14,2,6,24,8,0,,0,0,0,0
2026-04-07 06:55:18.864775785 +0000 UTC,563086610,CSM HYDRA,ShipStaticData,1114884,9VEB7,CSM HYDRA,80,47,13,3,11,60,14,3.8,ASPP,4,7,14,20
2026-04-07 06:55:20.734462431 +0000 UTC,563035280,DAHLIA,StaticDataReport,,,DAHLIA,,0,0,0,0,,,,,,,,
2026-04-07 06:55:20.918753699 +0000 UTC,215347000,CMA CGM PANAMA,ShipStaticData,9839923,9HA5074,CMA CGM PANAMA,79,110,256,29,22,366,51,16.2,EGZZ1,4,19,21,0
2026-04-07 06:55:23.621846158 +0000 UTC,563065310,,StaticDataReport,,V3AM,,70,12,12,4,4,24,8,,,,,,
2026-04-07 06:55:31.062942622 +0000 UTC,636023026,MELBOURNE BRIDGE,ShipStaticData,9967287,5LLO9,MELBOURNE BRIDGE,70,107,165,15,28,272,43,10.4,KRPUS,4,16,23,30
2026-04-07 06:55:31.374340754 +0000 UTC,525107018,HARSANADI,ShipStaticData,9220196,YDXD2,HARSANADI,80,107,17,9,11,124,20,4.2,SGSIN (PEBGC),3,31,0,30
2026-04-07 06:55:33.614757622 +0000 UTC,563024500,MARINE QUEENIE,ShipStaticData,9812664,9V5348,MARINE QUEENIE,80,66,22,3,14,88,17,7.7,CC02,4,7,2,0
2026-04-07 06:55:33.644098535 +0000 UTC,440122000,JBU SAPPHIRE,ShipStaticData,9412725,D7FB,JBU SAPPHIRE,80,114,27,7,17,141,24,5.7,SG SIN EBGC,4,4,22,0
2026-04-07 06:55:33.677187102 +0000 UTC,533130927,,StaticDataReport,,9MZX9,,37,13,13,3,3,26,6,,,,,,
2026-04-07 06:55:34.305089683 +0000 UTC,567463000,TASCO AMARIT,ShipStaticData,9615999,HSB4699,TASCO AMARIT,80,87,18,15,5,105,20,4.3,"SG,PEBG C",4,3,2,45
2026-04-07 06:55:34.474725943 +0000 UTC,564346000,HORIZON 6,ShipStaticData,9764609,9V3269,HORIZON 6,40,18,21,5,4,39,9,1.5,RFT,4,4,18,45
2026-04-07 06:55:35.456820573 +0000 UTC,311001237,ERREA WITTU,ShipStaticData,9989479,C6GG2,ERREA WITTU,99,318,21,9,55,339,64,0,,0,0,0,0
2026-04-07 06:55:36.359598307 +0000 UTC,563085890,MT ROIELLA,ShipStaticData,1074022,9V9988,MT ROIELLA,80,75,15,4,12,90,16,0,P-30,4,5,7,15
2026-04-07 06:55:38.638250006 +0000 UTC,457671000,WEI YANG 018,ShipStaticData,0,JVXR8,WEI YANG 018,33,40,20,6,7,60,13,0,,0,0,24,60
2026-04-07 06:55:39.226253233 +0000 UTC,566000050,SCDF RED DOLPHIN,ShipStaticData,0,MRV 811,SCDF RED DOLPHIN,51,20,15,5,3,35,8,2,BRANI,12,12,4,0
2026-04-07 06:55:39.991723353 +0000 UTC,525601836,TARAKASAMUDRA128,ShipStaticData,116678,PMGF,TARAKASAMUDRA128,80,79,7,6,7,86,13,4.9,LAMONGAN,4,1,1,30
2026-04-07 06:55:41.555968341 +0000 UTC,525100954,MEGA DAYA 27,StaticDataReport,,,MEGA DAYA 27,,0,0,0,0,,,,,,,,
2026-04-07 06:55:42.486080638 +0000 UTC,538009776,HERANGER,ShipStaticData,9079121,V7A5148,HERANGER,79,188,26,23,8,214,31,12.6,SGSIN PEBGB,4,7,3,15
2026-04-07 06:55:43.076691768 +0000 UTC,563087340,SZ18473G,StaticDataReport,,,SZ18473G,,0,0,0,0,,,,,,,,
2026-04-07 06:55:44.085739213 +0000 UTC,525018215,MT.PETRO OCEAN XXVII,ShipStaticData,9054183,JZQY,MT.PETRO OCEAN XXVII,80,50,15,5,5,65,10,4,PACIRAN,4,2,7,0
2026-04-07 06:55:45.305043957 +0000 UTC,563037570,NAUTICAL ISLAND,StaticDataReport,,,NAUTICAL ISLAND,,0,0,0,0,,,,,,,,
2026-04-07 06:55:45.725225168 +0000 UTC,255806182,INDUSTRIAL CONSTANT,ShipStaticData,9810343,CQAI4,INDUSTRIAL CONSTANT,79,84,16,4,17,100,21,6.8,SGSIN,4,6,14,0
2026-04-07 06:55:46.446712515 +0000 UTC,457001254,EH GAJAH,StaticDataReport,,,EH GAJAH,,0,0,0,0,,,,,,,,
2026-04-07 06:55:49.932823389 +0000 UTC,357926000,MSC BERYL,ShipStaticData,9467392,3EXV8,MSC BERYL,71,146,220,32,16,366,48,10.7,CNSHA,4,12,20,0
2026-04-07 06:55:50.081372777 +0000 UTC,563026780,APOLLO 1,StaticDataReport,,,APOLLO 1,,0,0,0,0,,,,,,,,
2026-04-07 06:55:50.91915129 +0000 UTC,232057588,NINA CHARLOTTE,StaticDataReport,,,NINA CHARLOTTE,,0,0,0,0,,,,,,,,
